STATION,STATION_NAME,DATE,TAVG,day
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570112,40,7488
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570113,39,7489
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570114,36.5,7490
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570115,33.5,7491
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570116,31.5,7492
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570117,29.5,7493
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570118,24.5,7494
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570119,24,7495
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570120,25.5,7496
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570121,27.5,7497
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570122,29,7498
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570123,27,7499
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570124,24.5,7500
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570125,19.5,7501
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570126,17,7502
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570127,15,7503
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570128,18,7504
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570129,18.5,7505
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570130,27,7506
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570131,40.5,7507
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570201,35,7508
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570202,30,7509
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570203,39.5,7510
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570204,41.5,7511
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570205,43.5,7512
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570206,41,7513
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570207,36,7514
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570208,41.5,7515
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570209,43,7516
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570210,38.5,7517
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570211,41.5,7518
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570212,41,7519
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570213,42.5,7520
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570214,40.5,7521
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570215,47,7522
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570216,44,7523
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570217,43,7524
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570218,41,7525
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570219,39,7526
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570220,34.5,7527
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570221,34,7528
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570222,31.5,7529
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570223,43,7530
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570224,55.5,7531
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570225,51.5,7532
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570226,54,7533
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570227,46,7534
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570228,47,7535
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570301,50,7536
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570302,46.5,7537
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570303,48,7538
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570304,46,7539
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570305,47.5,7540
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570306,41,7541
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570307,45,7542
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570308,46.5,7543
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570309,46.5,7544
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570310,46,7545
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570311,44,7546
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570312,40.5,7547
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570313,42.5,7548
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570314,41.5,7549
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570315,43.5,7550
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570316,42.5,7551
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570317,41.5,7552
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570318,46,7553
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570319,48,7554
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570320,44,7555
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570321,43.5,7556
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570322,45,7557
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570323,48.5,7558
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570324,48,7559
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570325,46.5,7560
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570326,45.5,7561
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570327,48,7562
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570328,54,7563
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570329,53,7564
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570330,52,7565
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570331,49,7566
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570401,51,7567
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570402,47.5,7568
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570403,49.5,7569
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570404,53,7570
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570405,48.5,7571
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570406,43,7572
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570407,45.5,7573
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570408,50.5,7574
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570409,52.5,7575
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570410,50.5,7576
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570411,55,7577
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570412,52.5,7578
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570413,53.5,7579
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570414,49.5,7580
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570415,49.5,7581
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570416,51.5,7582
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570417,51.5,7583
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570418,49.5,7584
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570419,49,7585
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570420,48.5,7586
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570421,48.5,7587
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570422,52.5,7588
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570423,50,7589
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570424,46.5,7590
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570425,47,7591
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570426,53.5,7592
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570427,55.5,7593
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570428,64.5,7594
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570429,69,7595
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570430,66.5,7596
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570501,55.5,7597
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570502,51,7598
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570503,55.5,7599
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570504,59,7600
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570505,66,7601
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570506,66.5,7602
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570507,58.5,7603
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570508,56,7604
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570509,60,7605
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570510,58.5,7606
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570511,56.5,7607
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570512,59.5,7608
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570513,59.5,7609
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570514,56,7610
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570515,60.5,7611
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570516,58.5,7612
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570517,59,7613
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570518,56,7614
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570519,55.5,7615
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570520,54.5,7616
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570521,52,7617
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570522,53,7618
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570523,55,7619
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570524,61,7620
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570525,58.5,7621
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570526,59,7622
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570527,61.5,7623
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570528,64,7624
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570529,67.5,7625
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570530,65,7626
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570531,65.5,7627
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570601,68,7628
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570602,64,7629
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570603,65.5,7630
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570604,67,7631
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570605,66,7632
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570606,60.5,7633
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570607,59,7634
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570608,62,7635
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570609,63.5,7636
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570610,62.5,7637
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570611,63,7638
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570612,58,7639
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570613,58,7640
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570614,54.5,7641
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570615,56.5,7642
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570616,61,7643
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570617,63.5,7644
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570618,65,7645
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570619,63.5,7646
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570620,59,7647
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570621,56.5,7648
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570622,62,7649
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570623,62,7650
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570624,61.5,7651
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570625,66,7652
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570626,63,7653
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570627,69.5,7654
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570628,62.5,7655
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570629,58.5,7656
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570630,59.5,7657
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570701,64.5,7658
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570702,62.5,7659
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570703,60.5,7660
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570704,69,7661
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570705,70,7662
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570706,61.5,7663
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570707,62,7664
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570708,65,7665
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570709,68,7666
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570710,70,7667
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570711,65.5,7668
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570712,66,7669
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570713,67.5,7670
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570714,69,7671
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570715,63.5,7672
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570716,61.5,7673
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570717,62.5,7674
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570718,66,7675
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570719,73,7676
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570720,67,7677
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570721,66.5,7678
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570722,67,7679
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570723,66,7680
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570724,65,7681
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570725,64,7682
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570726,63,7683
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570727,63.5,7684
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570728,68.5,7685
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570729,66.5,7686
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570730,65.5,7687
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570731,61.5,7688
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570801,60,7689
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570802,64.5,7690
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570803,63,7691
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570804,66.5,7692
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570805,68,7693
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570806,65,7694
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570807,65.5,7695
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570808,66,7696
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570809,66.5,7697
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570810,64,7698
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570811,65,7699
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570812,62.5,7700
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570813,64,7701
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570814,66,7702
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570815,67,7703
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570816,64,7704
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570817,65,7705
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570818,62,7706
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570819,67.5,7707
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570820,66,7708
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570821,66.5,7709
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570822,68,7710
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570823,67.5,7711
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570824,60,7712
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570825,60,7713
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570826,61,7714
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570827,62.5,7715
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570828,63,7716
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570829,65.5,7717
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570830,64,7718
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570831,63.5,7719
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570901,66.5,7720
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570902,68.5,7721
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570903,69.5,7722
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570904,65.5,7723
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570905,68,7724
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570906,71.5,7725
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570907,64,7726
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570908,61.5,7727
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570909,67.5,7728
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570910,69.5,7729
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570911,71,7730
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570912,64.5,7731
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570913,70,7732
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570914,70.5,7733
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570915,60,7734
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570916,63.5,7735
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570917,63,7736
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570918,60.5,7737
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570919,57,7738
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570920,57,7739
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570921,63.5,7740
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570922,68.5,7741
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570923,67,7742
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570924,62,7743
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570925,62,7744
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570926,60,7745
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570927,65,7746
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570928,63.5,7747
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570929,68,7748
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19570930,69.5,7749
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571001,62,7750
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571002,53.5,7751
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571003,51,7752
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571004,48.5,7753
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571005,53.5,7754
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571006,50.5,7755
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571007,53.5,7756
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571008,52,7757
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571009,60,7758
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571010,60,7759
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571011,59,7760
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571012,53.5,7761
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571013,54,7762
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571014,52,7763
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571015,50.5,7764
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571016,50.5,7765
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571017,53,7766
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571018,54,7767
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571019,50.5,7768
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571020,51,7769
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571021,48.5,7770
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571022,56.5,7771
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571023,52.5,7772
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571024,51.5,7773
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571025,49,7774
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571026,48,7775
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571027,52,7776
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571028,50.5,7777
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571029,52.5,7778
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571030,55,7779
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571031,49,7780
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571101,46,7781
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571102,46.5,7782
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571103,46.5,7783
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571104,42.5,7784
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571105,44.5,7785
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571106,40,7786
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571107,43.5,7787
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571108,46,7788
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571109,43.5,7789
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,19571110,51,7790
